,Time Stamp,CH4 (ppm),C2H6 (ppb),R,C2/C1,ch4Enhcmt,totDist,length,lrate,npeaks,Latitude,Longitude,POLYGON,LEAKNUM,Unnamed: 0,PolyLK
89,06/30/2020 01:48:58.272,2.40686,3.5660000000000003,0.898,0.006,0.496,121.1,13,4.1,1,33.6829223633,-86.6898651123,P10,4,4,P10L4
90,06/30/2020 22:02:21.534,1.90251,5.02,0.753,0.02,0.01,50.1,5,0.1,1,33.67735672,-86.6866531372,P10,5,5,P10L5
91,07/01/2020 23:08:38.747,1.93595,3.791,0.856,0.027000000000000003,0.016,140.2,8,0.0,1,33.6415672302,-86.62420654299999,P10,6,6,P10L6
92,07/01/2020 23:10:20.123,2.20191,8.187999999999999,0.921,0.008,0.301,423.1,23,20.8,1,33.6508865356,-86.6361694336,P10,7,7,P10L7
93,07/01/2020 23:11:36.104,1.94559,8.339,0.7979999999999999,0.027000000000000003,0.045,96.5,7,0.4,1,33.6545562744,-86.6474304199,P10,8,8,P10L8
94,07/01/2020 23:11:54.536,2.39397,10.913,0.94,0.006,0.493,208.4,13,18.1,1,33.6542701721,-86.6504211426,P10,9,9,P10L9
95,07/01/2020 23:12:18.088,2.03351,9.127,0.762,0.011,0.132,180.2,10,3.2,1,33.6532211304,-86.6543502808,P10,10,10,P10L10
96,07/01/2020 23:12:46.862,1.9927,10.037,0.934,0.02,0.092,313.5,16,4.7,1,33.6538734436,-86.65957641600002,P10,11,11,P10L11
97,07/01/2020 23:13:06.318,1.98863,9.98,0.777,0.009000000000000001,0.078,109.7,6,1.3,1,33.6564674377,-86.6615447998,P10,12,12,P10L12
98,07/01/2020 23:13:43.182,1.96628,9.591,0.877,0.013,0.051,149.7,8,1.2,1,33.6621551514,-86.6637268066,P10,13,13,P10L13
99,07/01/2020 23:14:24.142,2.32499,13.233,0.986,0.012,0.41,187.4,11,11.6,1,33.6684570312,-86.66539001459999,P10,14,14,P10L14
100,07/01/2020 23:15:51.182,2.01792,5.474,0.943,0.029,0.08800000000000001,176.5,11,1.9,1,33.6786689758,-86.67281341549999,P10,15,15,P10L15
101,07/01/2020 23:16:34.292,2.52714,5.37,0.965,0.008,0.597,356.8,24,25.9,1,33.6814460754,-86.6792755127,P10,16,16,P10L16
102,07/01/2020 23:17:34.708,1.97518,-0.7040000000000001,0.75,0.017,0.045,63.1,6,0.2,1,33.684677124000004,-86.6826782227,P10,17,17,P10L17
103,07/01/2020 23:18:39.220,2.17396,-2.173,0.8759999999999999,0.006999999999999999,0.245,286.1,20,4.7,1,33.6776390076,-86.6813735962,P10,18,18,P10L18
104,07/01/2020 23:44:25.256,2.07181,0.688,0.7340000000000001,0.012,0.092,0.7,5,0.0,1,33.6673316956,-86.683883667,P10,19,19,P10L19
105,07/02/2020 01:19:13.371,3.86984,9.888,0.944,0.002,1.874,176.8,13,48.6,2,33.6864128113,-86.6763153076,P11,0,0,P11L0
106,07/02/2020 22:15:10.544,2.58065,3.426,0.915,0.005,0.669,111.1,13,6.5,2,33.684932708699996,-86.6708450317,P11,1,1,P11L1
107,07/02/2020 21:33:06.179,2.33921,13.067,0.926,0.015,0.263,7.4,19,0.3,2,33.6953315735,-86.6826248169,P11,2,2,P11L2
108,07/02/2020 22:41:13.372,2.32599,14.424,0.976,0.017,0.398,165.1,18,7.9,2,33.6964225769,-86.6801986694,P11,3,3,P11L3
109,06/30/2020 23:55:33.931,2.00158,-1.937,0.76,0.003,0.118,80.1,7,0.8,1,33.6859588623,-86.6762008667,P11,4,4,P11L4
110,07/02/2020 00:35:04.590,2.06792,9.448,0.797,0.023,0.07200000000000001,84.9,9,0.6,1,33.6961479187,-86.67980957030001,P11,5,5,P11L5
111,07/02/2020 21:57:29.577,2.067,1.66,0.7979999999999999,0.023,0.101,16.8,5,0.1,1,33.687118530300005,-86.6842422485,P11,6,6,P11L6
112,07/02/2020 22:01:10.864,2.30327,0.746,0.778,0.006999999999999999,0.337,61.2,6,5.9,1,33.6887054443,-86.684715271,P11,7,7,P11L7
113,07/02/2020 22:22:45.302,2.83053,9.992,0.942,0.004,0.905,195.7,13,15.2,1,33.6875419617,-86.6772613525,P11,8,8,P11L8
114,07/01/2020 01:03:28.734,2.6281,1.089,0.948,0.005,0.7090000000000001,118.5,16,6.0,2,33.6653785706,-86.6776885986,P22,0,0,P22L0
115,07/01/2020 01:25:43.211,4.53187,16.727,0.998,0.006,2.611,214.9,26,39.5,4,33.654586791999996,-86.68054199219999,P22,1,1,P22L1
116,07/02/2020 02:16:04.212,2.48753,14.481,0.932,0.006999999999999999,0.44,193.6,20,4.5,2,33.6621894836,-86.6757049561,P22,2,2,P22L2
117,07/06/2020 22:38:32.267,2.17706,1.963,0.8059999999999999,0.008,0.258,56.5,12,0.9,2,33.6493339539,-86.6837615967,P22,3,3,P22L3
118,07/01/2020 00:46:02.820,2.47609,6.184,0.974,0.013,0.3720000000000001,162.6,17,3.0,1,33.6663017273,-86.665725708,P22,4,4,P22L4
119,07/01/2020 00:54:00.209,2.00593,-2.254,0.868,0.008,0.075,62.5,8,0.2,1,33.669033050500005,-86.6750564575,P22,5,5,P22L5
120,07/01/2020 01:17:36.606,1.97154,0.378,0.825,0.029,0.057,46.0,5,0.3,1,33.6644859314,-86.67297363280001,P22,6,6,P22L6
121,07/01/2020 01:43:01.035,2.13461,8.038,0.755,0.008,0.193,92.8,5,1.2,1,33.6559486389,-86.6826477051,P22,7,7,P22L7
122,07/01/2020 01:43:05.131,1.96316,7.188,0.74,0.008,0.022,110.7,6,0.0,1,33.6552848816,-86.6826934814,P22,8,8,P22L8
123,07/02/2020 02:02:50.408,2.1091,9.482,0.7240000000000001,0.012,0.031,40.6,5,0.2,1,33.66614151,-86.6745834351,P22,9,9,P22L9
124,07/02/2020 02:12:06.644,2.67883,14.883,0.928,0.008,0.6829999999999999,75.1,11,1.8,1,33.6613693237,-86.6731948853,P22,10,10,P22L10
125,07/06/2020 21:38:55.947,1.86262,5.0760000000000005,0.933,0.015,0.006,3480.1,7,0.1,1,33.682636261,-86.6820068359,P22,11,11,P22L11
126,07/06/2020 21:41:22.379,2.19645,9.514,0.892,0.009000000000000001,0.348,397.3,19,9.2,1,33.6771812439,-86.6814880371,P22,12,12,P22L12
127,07/01/2020 03:37:48.561,2.06016,10.753,0.903,0.015,0.115,132.0,16,0.9,4,33.6510391235,-86.6832580566,P23,0,0,P23L0
128,07/01/2020 02:28:25.284,3.35031,17.738,0.993,0.006,1.422,113.8,16,24.2,2,33.6559410095,-86.6828994751,P23,1,1,P23L1
129,07/07/2020 00:01:26.347,5.68126,6.152,0.992,0.002,3.751,178.3,23,30.2,4,33.6555328369,-86.6972885132,P23,2,2,P23L2
130,07/07/2020 00:00:57.675,2.47297,2.036,0.915,0.005,0.5429999999999999,157.2,15,16.0,3,33.655052185100004,-86.69847869870001,P23,3,3,P23L3
131,07/01/2020 03:11:15.627,2.3624400000000003,13.196,0.877,0.006999999999999999,0.398,90.1,10,2.7,1,33.6553497314,-86.69850158690002,P23,4,4,P23L4
132,07/01/2020 03:13:56.497,3.71654,14.234000000000002,0.963,0.002,1.786,152.4,18,27.7,3,33.6532402039,-86.6981735229,P23,5,5,P23L5
133,07/02/2020 03:56:33.012,2.26523,0.884,0.878,0.009000000000000001,0.314,160.6,11,4.0,3,33.6523323059,-86.7005310059,P23,6,6,P23L6
134,07/01/2020 03:35:56.945,4.40231,15.959,0.973,0.002,2.465,168.3,20,24.1,3,33.649360656700004,-86.6888122559,P23,7,7,P23L7
135,07/02/2020 02:49:44.257,2.70361,14.404000000000002,0.95,0.006,0.743,105.4,11,10.2,3,33.6595916748,-86.6855697632,P23,8,8,P23L8
136,07/02/2020 03:05:38.318,2.94279,4.351,0.955,0.004,0.969,140.7,14,11.4,2,33.651176452600005,-86.6899871826,P23,9,9,P23L9
137,07/06/2020 23:45:28.497,2.06438,0.752,0.8390000000000001,0.014,0.145,181.2,18,2.5,2,33.6571960449,-86.69108581540002,P23,10,10,P23L10
138,07/02/2020 03:25:38.446,12.5721,67.001,1.0,0.006,10.634,42.8,14,65.3,3,33.6573104858,-86.69541931149998,P23,11,11,P23L11
139,07/01/2020 02:29:22.628,2.0531900000000003,10.133,0.805,0.017,0.125,38.7,9,0.3,1,33.6553726196,-86.68725585940003,P23,12,12,P23L12
140,07/01/2020 03:03:04.516,2.07491,12.251,0.918,0.025,0.123,116.1,14,1.5,1,33.6537818909,-86.70442199709998,P23,13,13,P23L13
141,07/01/2020 03:04:01.963,2.1655900000000003,11.825,0.812,0.006999999999999999,0.207,108.5,11,1.9,1,33.653846740700004,-86.6985092163,P23,14,14,P23L14
142,07/01/2020 03:06:05.969,2.39399,11.745,0.8190000000000001,0.004,0.435,90.7,10,3.6,1,33.6561889648,-86.7041931152,P23,15,15,P23L15
143,07/01/2020 03:10:04.971,2.08128,10.194,0.8079999999999999,0.011,0.117,81.8,8,0.8,1,33.6546401978,-86.69956970209999,P23,16,16,P23L16
144,07/01/2020 03:19:10.046,2.9432400000000003,12.755,0.895,0.003,1.005,205.0,14,31.3,1,33.6493415833,-86.68682098389999,P23,17,17,P23L17
145,07/01/2020 03:41:31.998,2.6104700000000003,14.365,0.951,0.006999999999999999,0.669,200.9,16,13.4,1,33.6595993042,-86.68260192870001,P23,18,18,P23L18
146,07/01/2020 03:46:07.659,2.26063,12.469,0.83,0.006999999999999999,0.304,290.4,16,2.9,1,33.6533660889,-86.6829071045,P23,19,19,P23L19
147,07/02/2020 02:50:11.905,2.28143,11.755999999999998,0.8490000000000001,0.006,0.299,66.0,9,1.3,1,33.6600875854,-86.68656158450001,P23,20,20,P23L20
148,07/02/2020 02:56:19.726,2.23539,7.312,0.8420000000000001,0.006,0.219,129.2,17,0.8,1,33.6513175964,-86.6885528564,P23,21,21,P23L21
149,07/02/2020 03:22:10.472,2.56103,-0.042,0.983,0.006999999999999999,0.625,13.1,6,0.8,1,33.6549301147,-86.69610595700001,P23,22,22,P23L22
150,07/02/2020 03:24:40.078,2.0935,-1.156,0.794,0.006,0.156,85.9,10,0.5,1,33.6558532715,-86.69395446780001,P23,23,23,P23L23
151,07/02/2020 04:01:51.886,2.27468,2.528,0.8759999999999999,0.008,0.32,161.2,13,2.9,1,33.6494140625,-86.6917419434,P23,24,24,P23L24
152,07/06/2020 23:39:37.265,2.49158,3.138,0.968,0.008,0.57,80.8,17,0.5,1,33.659824371300004,-86.69422912600002,P23,25,25,P23L25
153,07/06/2020 23:40:18.225,2.44673,3.0380000000000003,0.98,0.006999999999999999,0.525,31.9,15,1.9,1,33.659824371300004,-86.69422912600002,P23,26,26,P23L26
154,07/06/2020 23:42:07.793,3.91488,1.702,0.868,0.001,1.991,34.6,14,3.3,1,33.6582832336,-86.69557189940002,P23,27,27,P23L27
155,07/07/2020 00:15:57.771,2.02321,-2.869,0.748,0.016,0.09,15.2,6,0.1,1,33.6491737366,-86.68377685549999,P23,28,28,P23L28
156,07/07/2020 00:18:42.635,2.39231,-2.9410000000000003,0.928,0.006,0.469,264.2,17,24.2,1,33.661724090599996,-86.6812820435,P23,29,29,P23L29
157,07/07/2020 00:21:07.019,1.96134,-5.655,0.758,0.016,0.033,123.2,7,0.2,1,33.654624939,-86.6827468872,P23,30,30,P23L30
